sheet,address,formula,functions,referenced_sheets
Staffing March,AA19,='Daily Census IP 2012'!Z10,,Daily Census IP 2012
Staffing March,AB19,='Daily Census IP 2012'!AA10,,Daily Census IP 2012
Staffing March,AC19,='Daily Census IP 2012'!AB10,,Daily Census IP 2012
Staffing March,AD19,='Daily Census IP 2012'!AC10,,Daily Census IP 2012
Staffing March,AE19,='Daily Census IP 2012'!AD10,,Daily Census IP 2012
Staffing March,AF19,='Daily Census IP 2012'!AE10,,Daily Census IP 2012
Staffing March,AG19,='Daily Census IP 2012'!AF10,,Daily Census IP 2012
Staffing March,AH21,=C71,,
Staffing March,B32,=SUM(C32:AG32),SUM,
Staffing March,AH32,=SUM(C32:AG32),SUM,
Staffing March,B40,=SUM(C40:AG40),SUM,
Staffing March,AH40,=SUM(C40:AG40),SUM,
Staffing March,B53,=SUM(B40)+SUM(B44:B52),SUM,
Staffing March,B54,=SUM(C54:AG54),SUM,
Staffing March,C54,=C19,,
Staffing March,B71,=SUM(C21:AG21),SUM,
Staffing March,C71,=SUM(B71*B58),SUM,
Staffing March,D71,=SUM(B71/G$18),SUM,
Staffing March,C80,=SUM(B80*B68),SUM,
Staffing April,A2,=A21,,
Staffing April,B2,=SUM(B21),SUM,
Staffing April,E2,"=SUMIF(C21:AG21, "">0"")/COUNTIF(C21:AG21, "">0"")",COUNTIF;SUMIF,
Staffing April,H2,=SUM(E2-B2),SUM,
Staffing April,U2,='Daily Census IP 2012'!G43,,Daily Census IP 2012
Staffing April,X3,=SUM(C33:AG33),SUM,
Staffing April,AA3,=B83,,
Staffing April,AD3,=SUM(X3*AA3),SUM,
Staffing April,AB6,=SUM(AD3:AD5),SUM,
Staffing April,Z8,=SUM(C37:AG37),SUM,
Staffing April,AD8,=B58,,
Staffing April,AF8,='Daily Census IP 2012'!A46,,Daily Census IP 2012
Staffing April,Z9,=SUM(C36:AG36),SUM,
Staffing April,Z10,=SUM(Z11)*(AD10),SUM,
Staffing April,Z11,=B32,,
Staffing April,AF12,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Staffing April,X13,=SUM(B40/B53),SUM,
Staffing April,Z13,=SUM(B45/B53),SUM,
Staffing April,AB13,=SUM(B44/B53),SUM,
Staffing April,AD13,=SUM(B46:B52)/SUM(B53),SUM,
Staffing April,Y14,=B44,,
Staffing April,Z14,=SUM(Y14*AF12),SUM,
Staffing April,AB14,='2012 YTD Summary'!O13,,2012 YTD Summary
Staffing April,AE14,='2012 YTD Summary'!O33,,2012 YTD Summary
Staffing April,A17,=G18,,
Staffing April,G17,=M18,,
Staffing April,G18,='Daily Census IP 2012'!AH14,,Daily Census IP 2012
Staffing April,M18,='Daily Census IP 2012'!AI13,,Daily Census IP 2012
Staffing April,O18,='Daily Census IP 2012'!A2,,Daily Census IP 2012
Staffing April,Z18,=G18,,
Staffing April,AF18,=M18,,
Staffing April,B19,=U2,,
Staffing April,C19,='Daily Census IP 2012'!B13,,Daily Census IP 2012
Staffing April,D19,='Daily Census IP 2012'!C13,,Daily Census IP 2012
Staffing April,E19,='Daily Census IP 2012'!D13,,Daily Census IP 2012
Staffing April,F19,='Daily Census IP 2012'!E13,,Daily Census IP 2012
Staffing April,G19,='Daily Census IP 2012'!F13,,Daily Census IP 2012
Staffing April,H19,='Daily Census IP 2012'!G13,,Daily Census IP 2012
Staffing April,I19,='Daily Census IP 2012'!H13,,Daily Census IP 2012
Staffing April,J19,='Daily Census IP 2012'!I13,,Daily Census IP 2012
Staffing April,K19,='Daily Census IP 2012'!J13,,Daily Census IP 2012
Staffing April,L19,='Daily Census IP 2012'!K13,,Daily Census IP 2012
Staffing April,M19,='Daily Census IP 2012'!L13,,Daily Census IP 2012
Staffing April,N19,='Daily Census IP 2012'!M13,,Daily Census IP 2012
Staffing April,O19,='Daily Census IP 2012'!N13,,Daily Census IP 2012
Staffing April,P19,='Daily Census IP 2012'!O13,,Daily Census IP 2012
Staffing April,Q19,='Daily Census IP 2012'!P13,,Daily Census IP 2012
Staffing April,R19,='Daily Census IP 2012'!Q13,,Daily Census IP 2012
Staffing April,S19,='Daily Census IP 2012'!R13,,Daily Census IP 2012
Staffing April,T19,='Daily Census IP 2012'!S13,,Daily Census IP 2012
Staffing April,U19,='Daily Census IP 2012'!T13,,Daily Census IP 2012
Staffing April,V19,='Daily Census IP 2012'!U13,,Daily Census IP 2012
Staffing April,W19,='Daily Census IP 2012'!V13,,Daily Census IP 2012
Staffing April,X19,='Daily Census IP 2012'!W13,,Daily Census IP 2012
Staffing April,Y19,='Daily Census IP 2012'!X13,,Daily Census IP 2012
Staffing April,Z19,='Daily Census IP 2012'!Y13,,Daily Census IP 2012
Staffing April,AA19,='Daily Census IP 2012'!Z13,,Daily Census IP 2012
Staffing April,AB19,='Daily Census IP 2012'!AA13,,Daily Census IP 2012
Staffing April,AC19,='Daily Census IP 2012'!AB13,,Daily Census IP 2012
Staffing April,AD19,='Daily Census IP 2012'!AC13,,Daily Census IP 2012
Staffing April,AE19,='Daily Census IP 2012'!AD13,,Daily Census IP 2012
Staffing April,AF19,='Daily Census IP 2012'!AE13,,Daily Census IP 2012
Staffing April,AH21,=C71,,
Staffing April,AH30,=C81,,
Staffing April,B32,=SUM(C32:AG32),SUM,
Staffing April,AH32,=SUM(C32:AG32),SUM,
Staffing April,B40,=SUM(C40:AG40),SUM,
Staffing April,AH40,=SUM(C40:AG40),SUM,
Staffing April,B41,=SUM(C41:AF41),SUM,
Staffing April,AH41,=SUM(C41:AF41),SUM,
Staffing April,B45,=SUM(C45:AG45),SUM,
Staffing April,B53,=SUM(B40)+SUM(B44:B52),SUM,
Staffing April,AH53,=SUM(C53:AG53),SUM,
Staffing April,B54,=SUM(C54:AG54),SUM,
Staffing April,C54,=C19,,
Staffing April,B71,=SUM(C21:AG21),SUM,
Staffing April,C71,=SUM(B71*B58),SUM,
Staffing April,D71,=SUM(B71/G$18),SUM,
Staffing April,B80,=SUM(#REF!),SUM,REF
Staffing April,B81,=SUM(C30:AG30),SUM,
Staffing May,A2,=A21,,
Staffing May,B2,=SUM(B21),SUM,
Staffing May,E2,"=SUMIF(C21:AG21, "">0"")/COUNTIF(C21:AG21, "">0"")",COUNTIF;SUMIF,
Staffing May,H2,=SUM(E2-B2),SUM,
Staffing May,U2,='Daily Census IP 2012'!G43,,Daily Census IP 2012
Staffing May,X3,=SUM(C32:AG32),SUM,
Staffing May,AA3,=B79,,
Staffing May,AD3,=SUM(X3*AA3),SUM,
Staffing May,AB6,=SUM(AD3:AD5),SUM,
Staffing May,Z8,=SUM(C36:AG36),SUM,
Staffing May,AD8,=B57,,
Staffing May,AF8,='Daily Census IP 2012'!A46,,Daily Census IP 2012
Staffing May,Z9,=SUM(C35:AG35),SUM,
Staffing May,Z10,=SUM(Z11)*(AD10),SUM,
Staffing May,Z11,=B31,,
Staffing May,AF12,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Staffing May,X13,=SUM(B39/B52),SUM,
Staffing May,Z13,=SUM(B44/B52),SUM,
Staffing May,AB13,=SUM(B43/B52),SUM,
Staffing May,AD13,=SUM(B45:B51)/SUM(B52),SUM,
Staffing May,Y14,=B43,,
Staffing May,Z14,=SUM(Y14*AF8),SUM,
Staffing May,AB14,='2012 YTD Summary'!O13,,2012 YTD Summary
Staffing May,AE14,='2012 YTD Summary'!O33,,2012 YTD Summary
Staffing May,A17,=G18,,
Staffing May,G17,=M18,,
Staffing May,G18,='Daily Census IP 2012'!AH17,,Daily Census IP 2012
Staffing May,M18,='Daily Census IP 2012'!AI16,,Daily Census IP 2012
Staffing May,O18,='Daily Census IP 2012'!A2,,Daily Census IP 2012
Staffing May,Z18,=G18,,
Staffing May,AF18,=M18,,
Staffing May,B19,=U2,,
Staffing May,C19,='Daily Census IP 2012'!B16,,Daily Census IP 2012
Staffing May,D19,='Daily Census IP 2012'!C16,,Daily Census IP 2012
Staffing May,E19,='Daily Census IP 2012'!D16,,Daily Census IP 2012
Staffing May,F19,='Daily Census IP 2012'!E16,,Daily Census IP 2012
Staffing May,G19,='Daily Census IP 2012'!F16,,Daily Census IP 2012
Staffing May,H19,='Daily Census IP 2012'!G16,,Daily Census IP 2012
Staffing May,I19,='Daily Census IP 2012'!H16,,Daily Census IP 2012
Staffing May,J19,='Daily Census IP 2012'!I16,,Daily Census IP 2012
Staffing May,K19,='Daily Census IP 2012'!J16,,Daily Census IP 2012
Staffing May,L19,='Daily Census IP 2012'!K16,,Daily Census IP 2012
Staffing May,M19,='Daily Census IP 2012'!L16,,Daily Census IP 2012
Staffing May,N19,='Daily Census IP 2012'!M16,,Daily Census IP 2012
Staffing May,O19,='Daily Census IP 2012'!N16,,Daily Census IP 2012
Staffing May,P19,='Daily Census IP 2012'!O16,,Daily Census IP 2012
Staffing May,Q19,='Daily Census IP 2012'!P16,,Daily Census IP 2012
Staffing May,R19,='Daily Census IP 2012'!Q16,,Daily Census IP 2012
Staffing May,S19,='Daily Census IP 2012'!R16,,Daily Census IP 2012
Staffing May,T19,='Daily Census IP 2012'!S16,,Daily Census IP 2012
Staffing May,U19,='Daily Census IP 2012'!T16,,Daily Census IP 2012
Staffing May,V19,='Daily Census IP 2012'!U16,,Daily Census IP 2012
Staffing May,W19,='Daily Census IP 2012'!V16,,Daily Census IP 2012
Staffing May,X19,='Daily Census IP 2012'!W16,,Daily Census IP 2012
Staffing May,Y19,='Daily Census IP 2012'!X16,,Daily Census IP 2012
Staffing May,Z19,='Daily Census IP 2012'!Y16,,Daily Census IP 2012
Staffing May,AA19,='Daily Census IP 2012'!Z16,,Daily Census IP 2012
Staffing May,AB19,='Daily Census IP 2012'!AA16,,Daily Census IP 2012
Staffing May,AC19,='Daily Census IP 2012'!AB16,,Daily Census IP 2012
Staffing May,AD19,='Daily Census IP 2012'!AC16,,Daily Census IP 2012
Staffing May,AE19,='Daily Census IP 2012'!AD16,,Daily Census IP 2012
Staffing May,AF19,='Daily Census IP 2012'!AE16,,Daily Census IP 2012
Staffing May,AG19,='Daily Census IP 2012'!AF16,,Daily Census IP 2012
Staffing May,AH21,=C69,,
Staffing May,B31,=SUM(C31:AG31),SUM,
Staffing May,AH31,=SUM(C31:AG31),SUM,
Staffing May,B39,=SUM(C39:AG39),SUM,
Staffing May,AH39,=SUM(C39:AG39),SUM,
Staffing May,B52,=SUM(B39)+SUM(B43:B51),SUM,
Staffing May,B53,=SUM(C53:AG53),SUM,
Staffing May,C53,=C19,,
Staffing May,B69,=SUM(C21:AG21),SUM,
Staffing May,C69,=SUM(B69*B57),SUM,
Staffing May,D69,=SUM(B69/G$18),SUM,
Staffing May,C75,=SUM(B75*B64),SUM,
Staffing June,A2,=A21,,
Staffing June,B2,=SUM(B21),SUM,
Staffing June,E2,"=SUMIF(C21:AF21, "">0"")/COUNTIF(C21:AF21, "">0"")",COUNTIF;SUMIF,
Staffing June,H2,=SUM(E2-B2),SUM,
Staffing June,U2,='Daily Census IP 2012'!G43,,Daily Census IP 2012
Staffing June,X3,=SUM(C32:AF32),SUM,
Staffing June,AA3,=B82,,
Staffing June,AD3,=SUM(X3*AA3),SUM,
Staffing June,AB6,=SUM(AD3:AD5),SUM,
Staffing June,Z8,=SUM(C36:AG36),SUM,
Staffing June,AD8,=B57,,
Staffing June,AF8,='Daily Census IP 2012'!A46,,Daily Census IP 2012
Staffing June,Z9,=SUM(C35:AG35),SUM,
Staffing June,Z10,=SUM(Z11)*(AD10),SUM,
Staffing June,Z11,=B31,,
Staffing June,AF12,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Staffing June,X13,=SUM(B39/B52),SUM,
Staffing June,Z13,=SUM(B44/B52),SUM,
Staffing June,AB13,=SUM(B43/B52),SUM,
Staffing June,AD13,=SUM(B45:B51)/SUM(B52),SUM,
Staffing June,Y14,=B43,,
Staffing June,Z14,=SUM(Y14*AF8),SUM,
Staffing June,AB14,='2012 YTD Summary'!O13,,2012 YTD Summary
Staffing June,AE14,='2012 YTD Summary'!O33,,2012 YTD Summary
Staffing June,A17,=G18,,
Staffing June,G17,=M18,,
Staffing June,G18,='Daily Census IP 2012'!AH20,,Daily Census IP 2012
Staffing June,M18,='Daily Census IP 2012'!AI19,,Daily Census IP 2012
Staffing June,O18,='Daily Census IP 2012'!A2,,Daily Census IP 2012
Staffing June,Z18,=G18,,
Staffing June,AF18,=M18,,
Staffing June,B19,=U2,,
Staffing June,C19,='Daily Census IP 2012'!B19,,Daily Census IP 2012
Staffing June,D19,='Daily Census IP 2012'!C19,,Daily Census IP 2012
Staffing June,E19,='Daily Census IP 2012'!D19,,Daily Census IP 2012
Staffing June,F19,='Daily Census IP 2012'!E19,,Daily Census IP 2012
Staffing June,G19,='Daily Census IP 2012'!F19,,Daily Census IP 2012
Staffing June,H19,='Daily Census IP 2012'!G19,,Daily Census IP 2012
Staffing June,I19,='Daily Census IP 2012'!H19,,Daily Census IP 2012
Staffing June,J19,='Daily Census IP 2012'!I19,,Daily Census IP 2012
Staffing June,K19,='Daily Census IP 2012'!J19,,Daily Census IP 2012
Staffing June,L19,='Daily Census IP 2012'!K19,,Daily Census IP 2012
Staffing June,M19,='Daily Census IP 2012'!L19,,Daily Census IP 2012
Staffing June,N19,='Daily Census IP 2012'!M19,,Daily Census IP 2012
Staffing June,O19,='Daily Census IP 2012'!N19,,Daily Census IP 2012
Staffing June,P19,='Daily Census IP 2012'!O19,,Daily Census IP 2012
Staffing June,Q19,='Daily Census IP 2012'!P19,,Daily Census IP 2012
Staffing June,R19,='Daily Census IP 2012'!Q19,,Daily Census IP 2012
Staffing June,S19,='Daily Census IP 2012'!R19,,Daily Census IP 2012
Staffing June,T19,='Daily Census IP 2012'!S19,,Daily Census IP 2012
Staffing June,U19,='Daily Census IP 2012'!T19,,Daily Census IP 2012
Staffing June,V19,='Daily Census IP 2012'!U19,,Daily Census IP 2012
Staffing June,W19,='Daily Census IP 2012'!V19,,Daily Census IP 2012
Staffing June,X19,='Daily Census IP 2012'!W19,,Daily Census IP 2012
Staffing June,Y19,='Daily Census IP 2012'!X19,,Daily Census IP 2012
Staffing June,Z19,='Daily Census IP 2012'!Y19,,Daily Census IP 2012
Staffing June,AA19,='Daily Census IP 2012'!Z19,,Daily Census IP 2012
Staffing June,AB19,='Daily Census IP 2012'!AA19,,Daily Census IP 2012
Staffing June,AC19,='Daily Census IP 2012'!AB19,,Daily Census IP 2012
Staffing June,AD19,='Daily Census IP 2012'!AC19,,Daily Census IP 2012
Staffing June,AE19,='Daily Census IP 2012'!AD19,,Daily Census IP 2012
Staffing June,AF19,='Daily Census IP 2012'!AE19,,Daily Census IP 2012
Staffing June,AG21,=C70,,
Staffing June,AG27,=C77,,
Staffing June,AG29,=C80,,
Staffing June,B31,=SUM(C31:AF31),SUM,
Staffing June,AG31,=SUM(C31:AF31),SUM,
Staffing June,B39,=SUM(C39:AF39),SUM,
Staffing June,AG39,=SUM(C39:AF39),SUM,
Staffing June,B52,=SUM(B39)+SUM(B43:B51),SUM,
Staffing June,B53,=SUM(C53:AF53),SUM,
Staffing June,C53,=C19,,
Staffing June,B70,=SUM(C21:AF21),SUM,
Staffing June,C70,=SUM(B70*B57),SUM,
Staffing June,D70,=SUM(B70/G$18),SUM,
Staffing June,B76,=SUM(#REF!),SUM,REF
Staffing June,B77,=SUM(C27:AF27),SUM,
Staffing June,B79,=SUM(#REF!),SUM,REF
Staffing June,B80,=SUM(C29:AF29),SUM,
Staffing July,A2,=A21,,
Staffing July,B2,=SUM(B21),SUM,
Staffing July,E2,"=SUMIF(C21:AG21, "">0"")/COUNTIF(C21:AG21, "">0"")",COUNTIF;SUMIF,
Staffing July,H2,=SUM(E2-B2),SUM,
Staffing July,U2,='Daily Census IP 2012'!G43,,Daily Census IP 2012
Staffing July,X3,=SUM(C32:AG32),SUM,
Staffing July,AA3,=B82,,
Staffing July,AD3,=SUM(X3*AA3),SUM,
Staffing July,AB6,=SUM(AD3:AD5),SUM,
Staffing July,Z8,=SUM(C36:AG36),SUM,
Staffing July,AD8,=B57,,
Staffing July,AF8,='Daily Census IP 2012'!A46,,Daily Census IP 2012
Staffing July,Z9,=SUM(C35:AG35),SUM,
Staffing July,Z10,=SUM(Z11)*(AD10),SUM,
Staffing July,Z11,=B31,,
Staffing July,AF12,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Staffing July,X13,=SUM(B39/B52),SUM,
Staffing July,Z13,=SUM(B44/B52),SUM,
Staffing July,AB13,=SUM(B43/B52),SUM,
Staffing July,AD13,=SUM(B45:B51)/SUM(B52),SUM,
Staffing July,Y14,=B43,,
Staffing July,Z14,=SUM(Y14*AF8),SUM,
Staffing July,AB14,='2012 YTD Summary'!O13,,2012 YTD Summary
Staffing July,AE14,='2012 YTD Summary'!O33,,2012 YTD Summary
Staffing July,A17,=G18,,
Staffing July,G17,=M18,,
Staffing July,G18,='Daily Census IP 2012'!AH23,,Daily Census IP 2012
Staffing July,M18,='Daily Census IP 2012'!AI22,,Daily Census IP 2012
Staffing July,O18,='Daily Census IP 2012'!A2,,Daily Census IP 2012
Staffing July,Z18,=G18,,
Staffing July,AF18,=M18,,
Staffing July,B19,=U2,,
Staffing July,C19,='Daily Census IP 2012'!B22,,Daily Census IP 2012
Staffing July,D19,='Daily Census IP 2012'!C22,,Daily Census IP 2012
Staffing July,E19,='Daily Census IP 2012'!D22,,Daily Census IP 2012
Staffing July,F19,='Daily Census IP 2012'!E22,,Daily Census IP 2012
Staffing July,G19,='Daily Census IP 2012'!F22,,Daily Census IP 2012
Staffing July,H19,='Daily Census IP 2012'!G22,,Daily Census IP 2012
Staffing July,I19,='Daily Census IP 2012'!H22,,Daily Census IP 2012
Staffing July,J19,='Daily Census IP 2012'!I22,,Daily Census IP 2012
Staffing July,K19,='Daily Census IP 2012'!J22,,Daily Census IP 2012
Staffing July,L19,='Daily Census IP 2012'!K22,,Daily Census IP 2012
Staffing July,M19,='Daily Census IP 2012'!L22,,Daily Census IP 2012
Staffing July,N19,='Daily Census IP 2012'!M22,,Daily Census IP 2012
Staffing July,O19,='Daily Census IP 2012'!N22,,Daily Census IP 2012
Staffing July,P19,='Daily Census IP 2012'!O22,,Daily Census IP 2012
Staffing July,Q19,='Daily Census IP 2012'!P22,,Daily Census IP 2012
Staffing July,R19,='Daily Census IP 2012'!Q22,,Daily Census IP 2012
Staffing July,S19,='Daily Census IP 2012'!R22,,Daily Census IP 2012
Staffing July,T19,='Daily Census IP 2012'!S22,,Daily Census IP 2012
Staffing July,U19,='Daily Census IP 2012'!T22,,Daily Census IP 2012
Staffing July,V19,='Daily Census IP 2012'!U22,,Daily Census IP 2012
Staffing July,W19,='Daily Census IP 2012'!V22,,Daily Census IP 2012
Staffing July,X19,='Daily Census IP 2012'!W22,,Daily Census IP 2012
Staffing July,Y19,='Daily Census IP 2012'!X22,,Daily Census IP 2012
Staffing July,Z19,='Daily Census IP 2012'!Y22,,Daily Census IP 2012
Staffing July,AA19,='Daily Census IP 2012'!Z22,,Daily Census IP 2012
Staffing July,AB19,='Daily Census IP 2012'!AA22,,Daily Census IP 2012
Staffing July,AC19,='Daily Census IP 2012'!AB22,,Daily Census IP 2012
Staffing July,AD19,='Daily Census IP 2012'!AC22,,Daily Census IP 2012
Staffing July,AE19,='Daily Census IP 2012'!AD22,,Daily Census IP 2012
Staffing July,AF19,='Daily Census IP 2012'!AE22,,Daily Census IP 2012
Staffing July,AG19,='Daily Census IP 2012'!AF22,,Daily Census IP 2012
Staffing July,AH21,=C70,,
Staffing July,AH27,=C77,,
Staffing July,AH29,=C80,,
Staffing July,B31,=SUM(C31:AG31),SUM,
Staffing July,AH31,=SUM(C31:AG31),SUM,
Staffing July,B39,=SUM(C39:AG39),SUM,
Staffing July,AH39,=SUM(C39:AG39),SUM,
Staffing July,B52,=SUM(B39)+SUM(B43:B51),SUM,
Staffing July,B53,=SUM(C53:AG53),SUM,
Staffing July,C53,=C19,,
Staffing July,B70,=SUM(C21:AG21),SUM,
Staffing July,C70,=SUM(B70*B57),SUM,
Staffing July,D70,=SUM(B70/G$18),SUM,
Staffing July,B76,=SUM(#REF!),SUM,REF
Staffing July,B77,=SUM(C27:AG27),SUM,
Staffing July,B79,=SUM(#REF!),SUM,REF
Staffing July,B80,=SUM(C29:AG29),SUM,
Staffing August,A2,=A21,,
Staffing August,B2,=SUM(B21),SUM,
Staffing August,E2,"=SUMIF(C21:AG21, "">0"")/COUNTIF(C21:AG21, "">0"")",COUNTIF;SUMIF,
Staffing August,H2,=SUM(E2-B2),SUM,
Staffing August,U2,='Daily Census IP 2012'!G43,,Daily Census IP 2012
Staffing August,X3,=SUM(C34:AG34),SUM,
Staffing August,AA3,=B78,,
Staffing August,AD3,=SUM(X3*AA3),SUM,
Staffing August,AB6,=SUM(AD3:AD5),SUM,
Staffing August,Z8,=SUM(#REF!),SUM,REF
Staffing August,AD8,=B57,,
Staffing August,AF8,='Daily Census IP 2012'!A46,,Daily Census IP 2012
Staffing August,Z10,=SUM(Z11)*(AD10),SUM,
Staffing August,Z11,=B33,,
Staffing August,AF12,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Staffing August,X13,=SUM(B39/B52),SUM,
Staffing August,Z13,=SUM(B44/B52),SUM,
Staffing August,AB13,=SUM(B43/B52),SUM,
Staffing August,AD13,=SUM(B45:B51)/SUM(B52),SUM,
Staffing August,Y14,=B43,,
Staffing August,Z14,=SUM(Y14*AF8),SUM,
Staffing August,AB14,='2012 YTD Summary'!O13,,2012 YTD Summary
Staffing August,AE14,='2012 YTD Summary'!O33,,2012 YTD Summary
Staffing August,A17,=G18,,
Staffing August,G17,=M18,,
Staffing August,G18,='Daily Census IP 2012'!AH26,,Daily Census IP 2012
Staffing August,M18,='Daily Census IP 2012'!AI25,,Daily Census IP 2012
Staffing August,O18,='Daily Census IP 2012'!A2,,Daily Census IP 2012
Staffing August,Z18,=G18,,
Staffing August,AF18,=M18,,
Staffing August,B19,=U2,,
Staffing August,C19,='Daily Census IP 2012'!B25,,Daily Census IP 2012
Staffing August,D19,='Daily Census IP 2012'!C25,,Daily Census IP 2012
Staffing August,E19,='Daily Census IP 2012'!D25,,Daily Census IP 2012
Staffing August,F19,='Daily Census IP 2012'!E25,,Daily Census IP 2012
Staffing August,G19,='Daily Census IP 2012'!F25,,Daily Census IP 2012
Staffing August,H19,='Daily Census IP 2012'!G25,,Daily Census IP 2012
Staffing August,I19,='Daily Census IP 2012'!H25,,Daily Census IP 2012
Staffing August,J19,='Daily Census IP 2012'!I25,,Daily Census IP 2012
Staffing August,K19,='Daily Census IP 2012'!J25,,Daily Census IP 2012
Staffing August,L19,='Daily Census IP 2012'!K25,,Daily Census IP 2012
Staffing August,M19,='Daily Census IP 2012'!L25,,Daily Census IP 2012
Staffing August,N19,='Daily Census IP 2012'!M25,,Daily Census IP 2012
Staffing August,O19,='Daily Census IP 2012'!N25,,Daily Census IP 2012
Staffing August,P19,='Daily Census IP 2012'!O25,,Daily Census IP 2012
Staffing August,Q19,='Daily Census IP 2012'!P25,,Daily Census IP 2012
Staffing August,R19,='Daily Census IP 2012'!Q25,,Daily Census IP 2012
Staffing August,S19,='Daily Census IP 2012'!R25,,Daily Census IP 2012
Staffing August,T19,='Daily Census IP 2012'!S25,,Daily Census IP 2012
Staffing August,U19,='Daily Census IP 2012'!T25,,Daily Census IP 2012
Staffing August,V19,='Daily Census IP 2012'!U25,,Daily Census IP 2012
Staffing August,W19,='Daily Census IP 2012'!V25,,Daily Census IP 2012
Staffing August,X19,='Daily Census IP 2012'!W25,,Daily Census IP 2012
Staffing August,Y19,='Daily Census IP 2012'!X25,,Daily Census IP 2012
Staffing August,Z19,='Daily Census IP 2012'!Y25,,Daily Census IP 2012
Staffing August,AA19,='Daily Census IP 2012'!Z25,,Daily Census IP 2012
Staffing August,AB19,='Daily Census IP 2012'!AA25,,Daily Census IP 2012
Staffing August,AC19,='Daily Census IP 2012'!AB25,,Daily Census IP 2012
Staffing August,AD19,='Daily Census IP 2012'!AC25,,Daily Census IP 2012
Staffing August,AE19,='Daily Census IP 2012'!AD25,,Daily Census IP 2012
Staffing August,AF19,='Daily Census IP 2012'!AE25,,Daily Census IP 2012
Staffing August,AG19,='Daily Census IP 2012'!AF25,,Daily Census IP 2012
Staffing August,AH21,=C68,,
Staffing August,B31,=SUM(C31:AG31),SUM,
Staffing August,AH31,=SUM(C31:AG31),SUM,
Staffing August,B39,=SUM(C39:AG39),SUM,
Staffing August,AH39,=SUM(C39:AG39),SUM,
Staffing August,B52,=SUM(B39)+SUM(B43:B51),SUM,
Staffing August,B53,=SUM(C53:AG53),SUM,
Staffing August,C53,=C19,,
Staffing August,B68,=SUM(C21:AG21),SUM,
Staffing August,C68,=SUM(B68*B57),SUM,
Staffing August,D68,=SUM(B68/G$18),SUM,
Staffing August,B74,=SUM(C28:AG28),SUM,
Staffing August,B76,=B29,,
Staffing September,A2,=A21,,
Staffing September,B2,=SUM(B21),SUM,
Staffing September,E2,"=SUMIF(C21:AG21, "">0"")/COUNTIF(C21:AG21, "">0"")",COUNTIF;SUMIF,
Staffing September,H2,=SUM(E2-B2),SUM,
Staffing September,U2,='Daily Census IP 2012'!G43,,Daily Census IP 2012
Staffing September,X3,=SUM(C34:AG34),SUM,
Staffing September,AA3,=B81,,
Staffing September,AD3,=SUM(X3*AA3),SUM,
Staffing September,AB6,=SUM(AD3:AD5),SUM,
Staffing September,Z8,=SUM(C38:AG38),SUM,
Staffing September,AD8,=B56,,
Staffing September,AF8,='Daily Census IP 2012'!A46,,Daily Census IP 2012
Staffing September,Z9,=SUM(C37:AG37),SUM,
Staffing September,Z10,=SUM(Z11)*(AD10),SUM,
Staffing September,Z11,=B33,,
Staffing September,AF12,='Daily Census IP 2012'!A49,,Daily Census IP 2012
Staffing September,X13,=SUM(B41/B51),SUM,
Staffing September,Z13,=SUM(B42/B51),SUM,
Staffing September,AB13,=SUM(B43/B51),SUM,
Staffing September,AD13,=SUM(B44:B50)/SUM(B51),SUM,
Staffing September,Y14,=B43,,
Staffing September,Z14,=SUM(Y14*AF12),SUM,
Staffing September,AB14,='2012 YTD Summary'!O13,,2012 YTD Summary
Staffing September,AE14,='2012 YTD Summary'!O33,,2012 YTD Summary
Staffing September,A17,=G18,,
Staffing September,G17,=M18,,
Staffing September,G18,='Daily Census IP 2012'!AH29,,Daily Census IP 2012
Staffing September,M18,='Daily Census IP 2012'!AI25,,Daily Census IP 2012
